ID,Type,SKU,Name,Published,Is featured?,Visibility in catalogue,Short description,Description,,,,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
6060,simple,64,1881 CERRUTI,1,0,visible,,Eau De Parfum (EDP),"3-4 hrs projection, 2-3 hrs sillage, 8-12 hrs close to skin","Top: Bergamot, Lemon; Middle: Seaweed, Calone, Hedione; Base: Musk, Ambroxan, Cedar",Day and evening wear,,,taxable,,1,,,0,0,,,,,1,,,1000,"Men, Men > Official Wear, Men > Party Wear, Perfume Wardrobe, Men > Romantic Date",,,https://aziziperfume.com/wp-content/uploads/2023/07/1.jpg,,,,,,,,,0
